4.062251016719948815e-01,-1.819868999604256743e+00,1.281968825091880593e+00,-8.873360545643241282e-02
1.778175012355295621e+02,-1.775339006658025198e+02,-1.431743939457157944e-01,-1.911812297177748199e-01
1.269413750258172723e+20,-3.317371267191716194e+09,-1.006443618585539657e-01,-1.269413750224999055e+20
2.722357696471633393e-02,-1.056101034022801088e-01,5.074385483558085941e-01,-6.461414443749327052e-01
3.480053326782467593e+00,-1.598393610314216851e+01,-1.100112673715787110e+02,1.225223640127831288e+02
9.361427268643429667e-02,1.834301675406975751e-01,-1.783342373248516244e-01,-4.135302674109454790e-02
2.548563898020057561e+00,-2.732457691187308413e+00,-4.267823893066324104e+01,4.249028488681021543e+01
-5.300650385340636817e+00,7.013912336767656797e+00,-5.553098933895866951e-01,-1.405490370445092507e+00
-1.943643999600898065e-01,1.693035321235256197e+04,-1.234648102598247732e+02,-1.680690947324717490e+04
1.596626871006530564e+03,-1.590855475563120081e+03,-5.632748284743507305e+00,-5.040838198124117375e-02
2.717276194837367487e-02,1.299481440267392429e+01,-1.269534869255622667e+01,5.088714584459927762e-03
5.884413369176729747e-01,-1.421564867364773761e+02,1.421203957976028960e+02,-2.622972273864641601e-01
4.654093387507594604e-01,-4.499503370719245332e+00,4.648556904263770662e+00,1.132891136084396982e-02
3.193171508763084643e-02,-6.124498635727737650e+01,6.102566368340393410e+01,-1.491263274238228409e-01
-3.605212572238388384e+04,-1.196845253919668884e+11,-7.432091983288560755e+01,1.196845615181750183e+11
-1.053417002395980462e-01,-7.724919722717525019e+02,7.726703241467215548e+02,-3.581649407760459369e-01
7.086114850966910517e+00,-1.105093282028797930e+01,-5.256620699834805919e+02,5.293702874258055999e+02
6.834009487537554151e+01,6.962873067587770493e+02,-6.797307944974402005e+01,-6.965304174383968530e+02
9.392166826398143087e+01,-8.616116760669757513e-01,-9.294366780635402847e+01,-1.144466129410354411e-03
-8.923108261918716311e-02,-9.923870188117726343e+01,-1.472694659384429769e+02,2.464995319073226483e+02
-1.938037726791894400e-01,-8.820594647219884621e+00,1.075708719665221835e+01,-2.025818916096309152e+00
-1.879530646940637872e+00,4.524514899901120657e+01,-4.309606739445342782e+01,7.261797807330941205e-03
-1.905920125796637665e-01,7.912687449954677277e+02,-7.910185349385000109e+02,-1.333345547691872635e-01
6.900375888889709586e+01,2.603535705157203894e-01,-6.969777994570794988e+01,-8.562545149279554568e-02
-3.653630722755448978e+00,5.270389229407324905e+00,-9.361547029629864181e-01,-1.021613723139170427e+00
-1.506673587950955850e+00,-2.426779483363434764e+01,2.549362316906702475e+01,-1.400110872002962858e-01
-9.516075597962965482e-02,6.980098677280313950e+02,-6.982105772584562828e+02,-1.677347862502284737e-01
3.591450627300545051e+01,-5.751073515210267662e-01,-3.503426480691495470e+01,-1.162319859040605863e-01
-6.738087252241974356e-01,1.651497458875589519e+00,-1.316877796482843310e+00,1.167538662636464775e-01
1.707705707389204406e+02,-7.888574415337474832e-01,-1.697054070703822504e+02,-1.822302545869286805e-01
7.163052448024829211e-01,6.582112485825558679e+02,-6.583204968914012625e+02,-2.546711057699701519e-01
-1.189913214265086033e-01,-1.036505850627430503e+00,5.932010821222577501e-01,-6.387848973831351806e-02
2.681665976546140428e+03,-2.190376522320551800e-01,-2.681491077844023948e+03,4.771748653670168649e-02
-2.773666224392958707e-02,1.711899940666386755e+01,-1.698992092252222008e+01,1.232253612520655406e-01
-2.872698616364060542e-01,4.490441911339679848e-01,-1.335928105010154576e-01,1.298544494089924894e-01
-1.449793632941055455e-01,-1.513414268821675705e+03,1.513369490408710590e+03,-8.586062830842731974e-02
1.378571629897532569e-01,-1.325706099825496494e+05,-7.024338018016183050e+05,8.350042968952744268e+05
2.894726122864469398e-01,-1.945951739904485667e-01,2.211285626698656914e-01,-1.220274905844882518e-01
3.127961719658284845e-01,-3.008002429308819501e+02,3.026592879289219127e+02,-1.537122945053448708e+00
3.411611382131810588e-01,5.592035637839467554e+00,-5.595427665411793150e+00,-9.248511424166572237e-02
